"Source"	"Target"
"PDE4B"	"2-Hydroxy-3-(4-hydroxyphenyl)propanoic acid"
"PDE4B"	"Isoallolithocholic acid"
"PDE4B"	"D-Glucuronic Acid"
"PDE4B"	"(R)-3-(4-Hydroxyphenyl)lactate"
"PDE4B"	"3-(2,4-Dihydroxyphenyl)propanoic acid"
"PDE4B"	"Oxalacetic acid"
"PDE4B"	"Citrulline"
"PDE4B"	"5-OH-Equol"
"PDE4B"	"beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc"
"PDE4B"	"Dihydrogenistein"
"PDE4B"	"Palmitic Acid"
"PDE4B"	"Ethyl phenyllactate, (-)-"
"PDE4B"	"Lithocholic acid"
"PDE4B"	"(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol"
"PDE4B"	"(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol"
"PDE4B"	"(2R)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol"
"PDE4B"	"(4R)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid"
"PDE4B"	"(4R)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid"
"PDE4B"	"(4S)-4-hydroxy-5-(3,4-dihydroxyphenyl) valeric acid"
"PDE4B"	"(4S)-4-hydroxy-5-(3-hydroxyphenyl) valeric acid"
"PDE4B"	"(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol"
"PDE4B"	"DARPP-32 events"
"PDE4B"	"Opioid Signalling"
"PDE4B"	"G alpha (i) signalling events"
"PDE4B"	"GPCR downstream signalling"
"PDE4B"	"Signaling by GPCR"
"PDE4B"	"Signal Transduction"
"RARB"	"Signaling by Retinoic Acid"
"RARB"	"Nuclear Receptor transcription pathway"
"RARB"	"Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"RARB"	"Activation of HOX genes during differentiation"
"RARB"	"Signaling by Nuclear Receptors"
"RARB"	"Generic Transcription Pathway"
"RARB"	"RNA Polymerase II Transcription"
"RARB"	"Developmental Biology"
"RARB"	"Gene expression (Transcription)"
"RARB"	"Signal Transduction"
"EP300"	"NFE2L2 regulating inflammation associated genes"
"EP300"	"NFE2L2 regulating ER-stress associated genes"
"EP300"	"LRR FLII-interacting protein 1 (LRRFIP1) activates type I IFN production"
"EP300"	"NFE2L2 regulating MDR associated enzymes"
"EP300"	"NFE2L2 regulates pentose phosphate pathway genes"
"EP300"	"Regulation of NFE2L2 gene expression"
"EP300"	"RUNX3 regulates p14-ARF"
"EP300"	"PI5P Regulates TP53 Acetylation"
"EP300"	"Regulation of FOXO transcriptional activity by acetylation"
"EP300"	"NFE2L2 regulating tumorigenic genes"
"EP300"	"Regulation of gene expression by Hypoxia-inducible Factor"
"EP300"	"STAT3 nuclear events downstream of ALK signaling"
"EP300"	"Activation of the TFAP2 (AP-2) family of transcription factors"
"EP300"	"NOTCH2 intracellular domain regulates transcription"
"EP300"	"RUNX3 regulates NOTCH signaling"
"EP300"	"Attenuation phase"
"EP300"	"Regulation of gene expression in late stage (branching morphogenesis) pancreatic bud precursor cells"
"EP300"	"FOXO-mediated transcription of cell death genes"
"EP300"	"Polo-like kinase mediated events"
"EP300"	"TRAF3-dependent IRF activation pathway"
"EP300"	"TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest"
"EP300"	"SARS-CoV-1 targets host intracellular signalling and regulatory pathways"
"EP300"	"Zygotic genome activation (ZGA)"
"EP300"	"Regulation of TP53 Activity through Methylation"
"EP300"	"NFE2L2 regulating anti-oxidant/detoxification enzymes"
"EP300"	"NOTCH4 Intracellular Domain Regulates Transcription"
"EP300"	"CD209 (DC-SIGN) signaling"
"EP300"	"RORA,B,C and NR1D1 (REV-ERBA) regulate gene expression"
"EP300"	"HSF1-dependent transactivation"
"EP300"	"NOTCH3 Intracellular Domain Regulates Transcription"
"EP300"	"TGFBR3 expression"
"EP300"	"TRAF6 mediated IRF7 activation"
"EP300"	"Regulation of TP53 Activity through Acetylation"
"EP300"	"Metalloprotease DUBs"
"EP300"	"Signaling by ALK"
"EP300"	"Expression of BMAL (ARNTL), CLOCK, and NPAS2"
"EP300"	"Signaling by NOTCH2"
"EP300"	"SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription"
"EP300"	"RUNX1 interacts with co-factors whose precise effect on RUNX1 targets is not known"
"EP300"	"Evasion by RSV of host interferon responses"
"EP300"	"Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors"
"EP300"	"NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux"
"EP300"	"NGF-stimulated transcription"
"EP300"	"Regulation of beta-cell development"
"EP300"	"SUMOylation of transcription cofactors"
"EP300"	"Regulation of RUNX3 expression and activity"
"EP300"	"Signaling by TGFBR3"
"EP300"	"Heme signaling"
"EP300"	"NR1H2 and NR1H3-mediated signaling"
"EP300"	"NOTCH1 Intracellular Domain Regulates Transcription"
"EP300"	"Signaling by NOTCH3"
"EP300"	"TP53 Regulates Transcription of Cell Cycle Genes"
"EP300"	"Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer"
"EP300"	"Transcriptional regulation of granulopoiesis"
"EP300"	"B-WICH complex positively regulates rRNA expression"
"EP300"	"Constitutive Signaling by NOTCH1 PEST Domain Mutants"
"EP300"	"Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants"
"EP300"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"
"EP300"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"
"EP300"	"Signaling by NOTCH1 in Cancer"
"EP300"	"Formation of the beta-catenin:TCF transactivating complex"
"EP300"	"Formation of paraxial mesoderm"
"EP300"	"Nuclear Events (kinase and transcription factor activation)"
"EP300"	"Cellular response to hypoxia"
"EP300"	"Transcriptional and post-translational regulation of MITF-M expression and activity"
"EP300"	"RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function"
"EP300"	"Cytosolic sensors of pathogen-associated DNA "
"EP300"	"Pre-NOTCH Transcription and Translation"
"EP300"	"FOXO-mediated transcription"
"EP300"	"Regulation of PD-L1(CD274) transcription"
"EP300"	"Signaling by NOTCH4"
"EP300"	"Positive epigenetic regulation of rRNA expression"
"EP300"	"Signaling by NOTCH1"
"EP300"	"Pre-NOTCH Expression and Processing"
"EP300"	"Transcriptional regulation of white adipocyte differentiation"
"EP300"	"Transcriptional regulation by RUNX3"
"EP300"	"DDX58/IFIH1-mediated induction of interferon-alpha/beta"
"EP300"	"Nuclear events mediated by NFE2L2"
"EP300"	"Maternal to zygotic transition (MZT)"
"EP300"	"Activation of anterior HOX genes in hindbrain development during early embryogenesis"
"EP300"	"Activation of HOX genes during differentiation"
"EP300"	"Signaling by TGF-beta Receptor Complex"
"EP300"	"Cellular response to heat stress"
"EP300"	"Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes"
"EP300"	"MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis"
"EP300"	"Epigenetic regulation of gene expression by MLL3 and MLL4 complexes"
"EP300"	"HATs acetylate histones"
"EP300"	"RSV-host interactions"
"EP300"	"SARS-CoV-1-host interactions"
"EP300"	"Adipogenesis"
"EP300"	"Circadian clock"
"EP300"	"KEAP1-NFE2L2 pathway"
"EP300"	"Gastrulation"
"EP300"	"Signaling by NTRK1 (TRKA)"
"EP300"	"PPARA activates gene expression"
"EP300"	"Estrogen-dependent gene expression"
"EP300"	"Regulation of lipid metabolism by PPARalpha"
"EP300"	"Respiratory Syncytial Virus Infection Pathway"
"EP300"	"Epigenetic regulation by WDR5-containing histone modifying complexes"
"EP300"	"Signaling by NTRKs"
"EP300"	"SARS-CoV-1 Infection"
"EP300"	"MITF-M-regulated melanocyte development"
"EP300"	"Signaling by TGFB family members"
"EP300"	"Regulation of TP53 Activity"
"EP300"	"C-type lectin receptors (CLRs)"
"EP300"	"Regulation of PD-L1(CD274) expression"
"EP300"	"SUMO E3 ligases SUMOylate target proteins"
"EP300"	"SUMOylation"
"EP300"	"TCF dependent signaling in response to WNT"
"EP300"	"Co-inhibition by PD-1"
"EP300"	"G2/M Transition"
"EP300"	"Transcriptional regulation by RUNX1"
"EP300"	"Mitotic G2-G2/M phases"
"EP300"	"ESR-mediated signaling"
"EP300"	"Signaling by NOTCH"
"EP300"	"Cellular response to chemical stress"
"EP300"	"Chromatin modifying enzymes"
"EP300"	"Regulation of T cell activation by CD28 family"
"EP300"	"Chromatin organization"
"EP300"	"Deubiquitination"
"EP300"	"Signaling by Nuclear Receptors"
"EP300"	"Signaling by WNT"
"EP300"	"Epigenetic regulation of gene expression"
"EP300"	"Transcriptional Regulation by TP53"
"EP300"	"Diseases of signal transduction by growth factor receptors and second messengers"
"EP300"	"SARS-CoV Infections"
"EP300"	"Cell Cycle, Mitotic"
"EP300"	"Signaling by Receptor Tyrosine Kinases"
"EP300"	"Cell Cycle"
"EP300"	"Metabolism of lipids"
"EP300"	"Cellular responses to stress"
"EP300"	"Cellular responses to stimuli"
"EP300"	"Adaptive Immune System"
"EP300"	"Viral Infection Pathways"
"EP300"	"Innate Immune System"
"EP300"	"Generic Transcription Pathway"
"EP300"	"RNA Polymerase II Transcription"
"EP300"	"Developmental Biology"
"EP300"	"Post-translational protein modification"
"EP300"	"Infectious disease"
"EP300"	"Gene expression (Transcription)"
"EP300"	"Metabolism of proteins"
"EP300"	"Metabolism"
"EP300"	"Immune System"
"EP300"	"Disease"
"EP300"	"Signal Transduction"
"PDE4B"	"Purine metabolism"
"PDE4B"	"Metabolic pathways"
"PDE4B"	"cAMP signaling pathway"
"PDE4B"	"Parathyroid hormone synthesis, secretion and action"
"PDE4B"	"Morphine addiction"
"RARB"	"Pathways in cancer"
"RARB"	"Small cell lung cancer"
"RARB"	"Non-small cell lung cancer"
"RARB"	"Gastric cancer"
"EP300"	"Polycomb repressive complex"
"EP300"	"Viral life cycle - HIV-1"
"EP300"	"cAMP signaling pathway"
"EP300"	"HIF-1 signaling pathway"
"EP300"	"FoxO signaling pathway"
"EP300"	"Cell cycle"
"EP300"	"Wnt signaling pathway"
"EP300"	"Notch signaling pathway"
"EP300"	"TGF-beta signaling pathway"
"EP300"	"Adherens junction"
"EP300"	"JAK-STAT signaling pathway"
"EP300"	"Long-term potentiation"
"EP300"	"Melanogenesis"
"EP300"	"Thyroid hormone signaling pathway"
"EP300"	"Glucagon signaling pathway"
"EP300"	"Growth hormone synthesis, secretion and action"
"EP300"	"Huntington disease"
"EP300"	"Tuberculosis"
"EP300"	"Hepatitis B"
"EP300"	"Influenza A"
"EP300"	"Human papillomavirus infection"
"EP300"	"Human T-cell leukemia virus 1 infection"
"EP300"	"Kaposi sarcoma-associated herpesvirus infection"
"EP300"	"Pathways in cancer"
"EP300"	"Viral carcinogenesis"
"EP300"	"MicroRNAs in cancer"
"EP300"	"Renal cell carcinoma"
"EP300"	"Prostate cancer"
"MDD"	"Purine metabolism"
"MDD"	"Caffeine metabolism"
"MDD"	"Alanine, aspartate and glutamate metabolism"
"MDD"	"Tryptophan metabolism"
"MDD"	"beta-Alanine metabolism"
"MDD"	"Taurine and hypotaurine metabolism"
"MDD"	"Glyoxylate and dicarboxylate metabolism"
"MDD"	"Butanoate metabolism"
"MDD"	"Drug metabolism - other enzymes"
"MDD"	"Metabolic pathways"
"MDD"	"Carbon metabolism"
"MDD"	"MAPK signaling pathway"
"MDD"	"Calcium signaling pathway"
"MDD"	"cGMP-PKG signaling pathway"
"MDD"	"cAMP signaling pathway"
"MDD"	"Cytokine-cytokine receptor interaction"
"MDD"	"HIF-1 signaling pathway"
"MDD"	"FoxO signaling pathway"
"MDD"	"Neuroactive ligand-receptor interaction"
"MDD"	"Phagosome"
"MDD"	"Peroxisome"
"MDD"	"PI3K-Akt signaling pathway"
"MDD"	"Longevity regulating pathway"
"MDD"	"Longevity regulating pathway - multiple species"
"MDD"	"Cardiac muscle contraction"
"MDD"	"Adrenergic signaling in cardiomyocytes"
"MDD"	"Vascular smooth muscle contraction"
"MDD"	"Focal adhesion"
"MDD"	"ECM-receptor interaction"
"MDD"	"Gap junction"
"MDD"	"RIG-I-like receptor signaling pathway"
"MDD"	"Jak-STAT signaling pathway"
"MDD"	"Th1 and Th2 cell differentiation"
"MDD"	"Th17 cell differentiation"
"MDD"	"T cell receptor signaling pathway"
"MDD"	"TNF signaling pathway"
"MDD"	"Intestinal immune network for IgA production"
"MDD"	"Circadian entrainment"
"MDD"	"Long-term potentiation"
"MDD"	"Retrograde endocannabinoid signaling"
"MDD"	"Glutamatergic synapse"
"MDD"	"Cholinergic synapse"
"MDD"	"Serotonergic synapse"
"MDD"	"GABAergic synapse"
"MDD"	"Dopaminergic synapse"
"MDD"	"Long-term depression"
"MDD"	"Taste transduction"
"MDD"	"Inflammatory mediator regulation of TRP channels"
"MDD"	"Insulin secretion"
"MDD"	"GnRH signaling pathway"
"MDD"	"Estrogen signaling pathway"
"MDD"	"Melanogenesis"
"MDD"	"Oxytocin signaling pathway"
"MDD"	"Renin secretion"
"MDD"	"Aldosterone synthesis and secretion"
"MDD"	"Type II diabetes mellitus"
"MDD"	"AGE-RAGE signaling pathway in diabetic complications"
"MDD"	"Type I diabetes mellitus"
"MDD"	"Alzheimers disease"
"MDD"	"Amyotrophic lateral sclerosis (ALS)"
"MDD"	"Huntingtons disease"
"MDD"	"Amphetamine addiction"
"MDD"	"Chagas disease (American trypanosomiasis)"
"MDD"	"Measles"
"MDD"	"HTLV-I infection"
"MDD"	"Transcriptional misregulation in cancer"
"MDD"	"Autoimmune thyroid disease"
"MDD"	"Inflammatory bowel disease (IBD)"
"MDD"	"Allograft rejection"
"MDD"	"Graft-versus-host disease"
"MDD"	"Hypertrophic cardiomyopathy (HCM)"
"MDD"	"Arrhythmogenic right ventricular cardiomyopathy (ARVC)"
"MDD"	"Dilated cardiomyopathy"
"MDD"	"Fluid shear stress and atherosclerosis"
"MDD"	"GABA (gamma-Aminobutyrate) shunt"
"MDD"	"Melatonin biosynthesis, tryptophan => serotonin => melatonin"
"MDD"	"Hemostasis"
"MDD"	"Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template"
"MDD"	"Neurotransmitter Release Cycle"
"MDD"	"Neurotransmitter Clearance In The Synaptic Cleft"
"MDD"	"Transmission across Chemical Synapses"
"MDD"	"Neuronal System"
"MDD"	"IRS-mediated signalling"
"MDD"	"SOS-mediated signalling"
"MDD"	"GPVI-mediated activation cascade"
"MDD"	"Downstream signaling events of B Cell Receptor (BCR)"
"MDD"	"ISG15 antiviral mechanism"
"MDD"	"Antiviral mechanism by IFN-stimulated genes"
"MDD"	"PIP3 activates AKT signaling"
"MDD"	"Developmental Biology"
"MDD"	"Cytokine Signaling in Immune system"
"MDD"	"Adaptive Immune System"
"MDD"	"Metabolism"
"MDD"	"Signaling by SCF-KIT"
"MDD"	"Metabolism of nucleotides"
"MDD"	"Signal Transduction"
"MDD"	"Integration of energy metabolism"
"MDD"	"Disease"
"MDD"	"Signalling by NGF"
"MDD"	"Signalling to RAS"
"MDD"	"Innate Immune System"
"MDD"	"Host Interactions with Influenza Factors"
"MDD"	"Influenza Infection"
"MDD"	"Immune System"
"MDD"	"NS1 Mediated Effects on Host Pathways"
"MDD"	"RIG-I/MDA5 mediated induction of IFN-alpha/beta pathways"
"MDD"	"Prolonged ERK activation events"
"MDD"	"Frs2-mediated activation"
"MDD"	"ARMS-mediated activation"
"MDD"	"Lipoprotein metabolism"
"MDD"	"Signaling by EGFR"
"MDD"	"GRB2 events in EGFR signaling"
"MDD"	"GAB1 signalosome"
"MDD"	"SHC1 events in EGFR signaling"
"MDD"	"Downstream signal transduction"
"MDD"	"Signaling by PDGF"
"MDD"	"NGF signalling via TRKA from the plasma membrane"
"MDD"	"Signalling to ERKs"
"MDD"	"Signalling to p38 via RIT and RIN"
"MDD"	"Signaling by VEGF"
"MDD"	"PI3K/AKT activation"
"MDD"	"AKT phosphorylates targets in the nucleus"
"MDD"	"Amine-derived hormones"
"MDD"	"Serotonin and melatonin biosynthesis"
"MDD"	"Generic Transcription Pathway"
"MDD"	"DAP12 interactions"
"MDD"	"PI3K/AKT Signaling in Cancer"
"MDD"	"Cellular responses to stress"
"MDD"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"
"MDD"	"DAP12 signaling"
"MDD"	"IGF1R signaling cascade"
"MDD"	"IRS-related events triggered by IGF1R"
"MDD"	"Fc epsilon receptor (FCERI) signaling"
"MDD"	"Signaling by Leptin"
"MDD"	"Role of LAT2/NTAL/LAB on calcium mobilization"
"MDD"	"FCERI mediated MAPK activation"
"MDD"	"Detoxification of Reactive Oxygen Species"
"MDD"	"Signaling by GPCR"
"MDD"	"Class A/1 (Rhodopsin-like receptors)"
"MDD"	"Class B/2 (Secretin family receptors)"
"MDD"	"NCAM signaling for neurite out-growth"
"MDD"	"Peptide ligand-binding receptors"
"MDD"	"Amine ligand-binding receptors"
"MDD"	"Tachykinin receptors bind tachykinins"
"MDD"	"Serotonin clearance from the synaptic cleft"
"MDD"	"Nuclear Receptor transcription pathway"
"MDD"	"GPCR downstream signaling"
"MDD"	"Serotonin receptors"
"MDD"	"G beta:gamma signalling through PI3Kgamma"
"MDD"	"Muscle contraction"
"MDD"	"G-protein beta:gamma signalling"
"MDD"	"Adrenaline,noradrenaline inhibits insulin secretion"
"MDD"	"G alpha (q) signalling events"
"MDD"	"G alpha (s) signalling events"
"MDD"	"G alpha (i) signalling events"
"MDD"	"NCAM1 interactions"
"MDD"	"Regulation of insulin secretion"
"MDD"	"Axon guidance"
"MDD"	"VEGFA-VEGFR2 Pathway"
"MDD"	"Signaling by Interleukins"
"MDD"	"Interleukin-2 signaling"
"MDD"	"GPCR ligand binding"
"MDD"	"Interleukin-3, 5 and GM-CSF signaling"
"MDD"	"VEGFR2 mediated cell proliferation"
"MDD"	"Metabolism of lipids and lipoproteins"
"MDD"	"Cardiac conduction"
"MDD"	"Phase 0 - rapid depolarisation"
"MDD"	"Phase 2 - plateau phase"
"MDD"	"Termination of translesion DNA synthesis"
"MDD"	"Diseases of signal transduction"
"MDD"	"Infectious disease"
"MDD"	"RAF/MAP kinase cascade"
"MDD"	"Constitutive Signaling by AKT1 E17K in Cancer"
"MDD"	"MAPK family signaling cascades"
"MDD"	"MAPK1/MAPK3 signaling"
"MDD"	"Neutrophil degranulation"
"MDD"	"Metabolism of amino acids and derivatives"
"MDD"	"DNA Damage Bypass"
"MDD"	"DNA Repair"
"MDD"	"Lipid digestion, mobilization, and transport"
"MDD"	"Gene Expression"
"MDD"	"Purine catabolism"
"MDD"	"Insulin receptor signalling cascade"
"MDD"	"Signaling by Insulin receptor"
"MDD"	"Platelet activation, signaling and aggregation"
"MDD"	"Gastrin-CREB signalling pathway via PKC and MAPK"
"MDD"	"Butyrophilin (BTN) family interactions"
"MDD"	"RET signaling"
"MDD"	"VLDL interactions"
"MDD"	"Deregulated CDK5 triggers multiple neurodegenerative pathways in Alzheimers disease models"
"MDD"	"Neurodegenerative Diseases"
"MDD"	"Reelin signalling pathway"
"MDD"	"GABA synthesis"
"MDD"	"GABA synthesis, release, reuptake and degradation"
"MDD"	"Interferon alpha/beta signaling"
"MDD"	"Interleukin receptor SHC signaling"
"MDD"	"Interferon Signaling"
"MDD"	"Negative regulators of RIG-I/MDA5 signaling"
"MDD"	"Signaling by the B Cell Receptor (BCR)"
"Oscillibacter"	"MDD"
"Bacteroidales"	"MDD"
"Lachnospiraceae"	"MDD"
"Alistipes"	"MDD"
"Megamonas"	"MDD"
"Faecalibacterium"	"MDD"
"Parabacteroides"	"MDD"
"Roseburia"	"MDD"
"Prevotella"	"MDD"
"Blautia"	"MDD"
"Phascolarctobacterium"	"MDD"
"Bacteroides"	"MDD"
"Ruminococcus"	"MDD"
"Parasutterella"	"MDD"
"Dialister"	"MDD"
"Bifidobacterium"	"MDD"
"Lactobacillus"	"MDD"
"Coprococcus"	"MDD"
"Clostridium"	"MDD"
"Anaerovorax"	"MDD"
"Sutterella"	"MDD"
"Anaerostipes"	"MDD"
"Veillonella"	"MDD"
"Streptococcus"	"MDD"
"Eggerthella"	"MDD"
"Eubacterium"	"MDD"
"Actinomyces"	"MDD"
"Enterobacteriaceae"	"MDD"
"Bacteroidetes"	"MDD"
"Bacteroidaceae"	"MDD"
"Bifidobacteriaceae"	"MDD"
"Acidaminobacter"	"Glutamic Acid"
"Acidaminobacter"	"Threonine"
"Acidipropionibacterium"	"Propionate"
"Acidipropionibacterium"	"Succinate"
"Acinetobacter"	"4-Pyridoxic acid"
"Acinetobacter"	"Trimethylamine"
"Actinomycetota"	"3-Phenylpropionic acid"
"Actinomycetota"	"Trimethylamine"
"Adlercreutzia"	"(2R)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)-propan-2-ol"
"Adlercreutzia"	"(2S)-1-(3,4-dihydroxyphenyl)-3-(2,4,6-trihydroxyphenyl) propan-2-ol"
"Adlercreutzia"	"(2S)-1-(3-hydroxyphenyl)-3-(2,4,6-trihydroxyphenyl)propan-2-ol"
"Adlercreutzia"	"3,4-Dihydroxy-trans-stilbene"
"Adlercreutzia"	"Dihydroresveratrol"
"Adlercreutzia"	"Equol"
"Adlercreutzia"	"Lunularin"
"Agathobacter"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Agathobacter"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Agathobacter"	"Arachidonic Acid"
"Agathobacter"	"Acetate"
"Agathobacter"	"Butyrate"
"Akkermansia"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Akkermansia"	"Amylotriose"
"Akkermansia"	"Creatine"
"Akkermansia"	"Glycocholic acid"
"Akkermansia"	"Acetate"
"Akkermansia"	"Propionate"
"Alistipes"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Alistipes"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Alistipes"	"Isoallolithocholic acid"
"Alistipes"	"(10-[(Acetyloxy)methyl]-9-anthryl)methyl acetate"
"Alistipes"	"Isovaleric acid"
"Alistipes"	"Succinate"
"Alistipes"	"Trimethylamine oxide"
"Allisonella"	"procollagen type 1 n-terminal propeptide"
"Allisonella"	"type I collagen cross-linked c-telopeptide"
"Amedibacillus"	"3-Indolepropionic acid"
"Anaerobutyricum"	"7-Hydroxy-5-methyl-3-phenyl-6,7,8,9-tetrahydropyrido[3',2':4,5]imidazo[1,2-a]pyrimidin-5-ium chloride"
"Anaerobutyricum"	"Butyrate"
"Anaerobutyricum"	"Lithocholic acid"
"Anaerobutyricum"	"Trimethylamine oxide"
"Anaerostipes"	"Acetate"
"Anaerostipes"	"Butyrate"
"Anaerotignum"	"5-(3,4-Dihydroxyphenyl)pentanoic acid"
"Anaerotignum"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Bacillota"	"3-Phenylpropionic acid"
"Bacillota"	"Benzoate"
"Bacillota"	"(R)-3-(4-Hydroxyphenyl)lactate"
"Bacillota"	"Ethyl phenyllactate, (-)-"
"Bacillus"	"11-Methoxycurvularin"
"Bacillus"	"Isoquercetin"
"Bacillus"	"Platycodin D"
"Bacillus"	"Quercetin"
"Bacillus"	"Quercimeritrin"
"Bacillus"	"Quercitrin"
"Bacillus"	"Leucocyanidin"
"bacterium"	"Daidzein"
"bacterium"	"Baohuoside I"
"bacterium"	"Icaritin"
"Bacteroides"	"2'-Deoxyguanosine"
"Bacteroides"	"2'-Deoxyinosine"
"Bacteroides"	"2-Methylbutyrate"
"Bacteroides"	"3-Hydroxy-2-methylbutanoic acid"
"Bacteroides"	"5-(3-hydroxyphenyl)pentanoic Acid"
"Bacteroides"	"5-Methoxyindole-3-acetic acid"
"Bacteroides"	"Acetate"
"Bacteroides"	"Arachidonic Acid"
"Bacteroides"	"Coumarin"
"Bacteroides"	"DL-Aspartic acid"
"Bacteroides"	"Hexanoate"
"Bacteroides"	"Indole-3-lactic acid"
"Bacteroides"	"Isoallolithocholic acid"
"Bacteroides"	"Isobutyric acid"
"Bacteroides"	"Isovalerate"
"Bacteroides"	"l-Isoleucine"
"Bacteroides"	"Melezitose"
"Bacteroides"	"Methionine"
"Bacteroides"	"Oxalacetic acid"
"Bacteroides"	"Palmitoylethanolamide"
"Bacteroides"	"Pantothenic Acid"
"Bacteroides"	"Propionate"
"Bacteroides"	"Succinate"
"Bacteroides"	"Thymine"
"Bacteroides"	"Xanthine"
"Bacteroides"	"(R)-3-(4-Hydroxyphenyl)lactate"
"Bacteroides"	"4-Pyridoxic acid"
"Bacteroides"	"DL-Tartaric acid"
"Bacteroides"	"Ethyl phenyllactate, (-)-"
"Bacteroides"	"Equol"
"Bacteroides"	"Genipin"
"Bacteroides"	"Secoisolariciresinol"
"Bacteroides"	"Quercetin"
"Bacteroides"	"Isoquercetin"
"Bacteroides"	"Leucocyanidin"
"Bacteroides"	"3,4-Dihydroxybenzoic acid"
"Bacteroides"	"Hydroxyquercitrin"
"Bacteroides"	"Aglycone"
"Bacteroides"	"Norathyriol"
"Bacteroides"	"20(R)-Ginsenoside Rh2"
"Bacteroides"	"Ginsenoside Rh2"
"Bacteroides"	"Protopanaxadiol"
"Bacteroides"	"(20S)-Protopanaxadiol"
"Bacteroides"	"Asparagine"
"Bacteroides"	"Cysteine"
"Bacteroides"	"Cystine"
"Bacteroides"	"DL-Alanine"
"Bacteroides"	"Formate"
"Bacteroides"	"Glutathione"
"Bacteroides"	"Histidine"
"Bacteroides"	"Lactate"
"Barnesiella"	"Acetate"
"Barnesiella"	"Succinate"
"Bifidobacteriaceae"	"3,4-Dihydroxybenzoic acid"
"Bifidobacteriaceae"	"4-Hydroxybenzoic acid"
"Bifidobacterium"	"(R)-(+)-Lactamide"
"Bifidobacterium"	"1-O-Caffeoylglycerol"
"Bifidobacterium"	"2'-Deoxyinosine"
"Bifidobacterium"	"3-(1H-indol-3-yl)propanoate"
"Bifidobacterium"	"3-(3-Hydroxyphenyl)propanoic acid"
"Bifidobacterium"	"3-Hydroxyphenethyl alcohol"
"Bifidobacterium"	"6-[(4R,5S)-5-methyl-2-oxoimidazolidin-4-yl]hexanoic acid"
"Bifidobacterium"	"7-Aminoheptanoic acid"
"Bifidobacterium"	"Acetate"
"Bifidobacterium"	"Allocholic acid"
"Bifidobacterium"	"Caffeic Acid"
"Bifidobacterium"	"D-Methionine"
"Bifidobacterium"	"Dehydroxychlorogenic acid"
"Bifidobacterium"	"Dihydrocaffeic acid"
"Bifidobacterium"	"Dihydrocaffeoyl-glycerol"
"Bifidobacterium"	"Dihydrochlorogenic acid"
"Bifidobacterium"	"DL-Norvaline"
"Bifidobacterium"	"Folic Acid"
"Bifidobacterium"	"Formate"
"Bifidobacterium"	"Lactate"
"Bifidobacterium"	"Leucylproline"
"Bifidobacterium"	"Methionine"
"Bifidobacterium"	"n,n,n-Trimethyllysine"
"Bifidobacterium"	"N-acetylornithine"
"Bifidobacterium"	"N-acetylputrescine"
"Bifidobacterium"	"Phenylacetic Acid"
"Bifidobacterium"	"Propylene Glycol"
"Bifidobacterium"	"Trimethylamine oxide"
"Bifidobacterium"	"Butyrate"
"Bifidobacterium"	"Daidzein"
"Bifidobacterium"	"Genistein"
"Bifidobacterium"	"Glycitein"
"Bifidobacterium"	"Kaempferol"
"Bifidobacterium"	"Quinic acid"
"Bifidobacterium"	"Equol"
"Bifidobacterium"	"beta-D-Gal-(1->4)-beta-D-GlcNAc-(1->3)-beta-D-Gal-(1->4)-D-Glc"
"Bifidobacterium"	"Lacto-N-tetraose"
"Bifidobacterium"	"Ponciretin"
"Bifidobacterium"	"Quercetin"
"Bifidobacterium"	"Arctigenin"
